,seed_id
s_3975[c],C06613
s_3976[c],C06614
s_3977[c],C16348
s_3978[c],C06615
s_3979[c],C06754
s_3980[c],C06755
s_3981[c],C02576
s_3982[c],C11924
s_3983[c],C03461
s_3984[c],C16502
s_3985[erm],C00865
s_3986[gm],C00865
s_3987[erm],C00008
s_3988[c],CHEBI:75757
s_3989[er],CHEBI:132511
s_3990[er],CHEBI:132515
s_3991[c],C00386
s_3992[c],C01262
s_3993[er],G10595
s_3994[er],G10596
s_3995[er],G10597
s_3996[er],G00007
s_3997[c],C00160
s_3998[c],C00089
s_3999[c],C00252
s_4000[c],C00721
s_4001[er],G10598
s_4002[er],G00149
s_4003[er],G00140
s_4004[m],C17023
s_4005[m],C05198
s_4006[m],S-sulfanyl-[L-cysteine desulfurase]
s_4007[m],CHEBI:29969
s_4008[m],S-sulfanyl-[L-cysteine desulfurase]
s_4009[m],C01326
s_4010[m],C00320
s_4011[m],C11481
s_4012[m],C01755
s_4013[c],C00305
s_4014[m],C00305
s_4015[er],C00029
s_4016[er],C00059
s_4017[c],C00140
s_4018[c],C00404
s_4019[c],C00070
s_4020[g],C00070
s_4021[c],C00940
s_4022[m],C05113
s_4023[c],C05113
s_4024[c],Starch
s_4025[g],C00043
s_4026[m],C00038
s_4027[v],C00038
s_4028[m],C01322
s_4029[m],C00462
s_4030[m],C02320
s_4031[v],C14819
s_4032[c],CHEBI:29969
s_4033[c],CHEBI:29969
s_4034[e],CHEBI:73788
s_4035[c],CHEBI:73788
s_4036[v],CHEBI:73788
s_4037[e],C20958
s_4038[c],C20958
s_4039[v],C20958
s_4040[e],CHEBI:73762
s_4041[c],CHEBI:73762
s_4042[v],CHEBI:73762
s_4043[v],C00188
s_4044[c],CHEBI:77843
s_4045[e],CHEBI:77843
s_4046[c],CHEBI:15245
s_4047[e],CHEBI:15245
s_4048[c],C03189
s_4049[e],C03189
s_4050[e],CHEBI:73771
s_4051[c],CHEBI:73771
s_4052[v],CHEBI:73771
s_4053[e],CHEBI:73888
s_4054[c],CHEBI:73888
s_4055[v],CHEBI:73888
s_4056[e],CHEBI:73898
s_4057[c],CHEBI:73898
s_4058[v],CHEBI:73898
s_4059[e],CHEBI:73784
s_4060[c],CHEBI:73784
s_4061[v],CHEBI:73784
s_4062[c],C02979
s_4063[e],C02979
s_4064[c],C12147
s_4065[e],C12147
s_4066[c],CHEBI:74604
s_4067[e],CHEBI:74604
s_4068[c],C06193
s_4069[e],C06193
s_4070[e],C00988
s_4071[c],C00988
s_4072[c],CHEBI:74631
s_4073[c],C01678
s_4074[e],C01678
s_4075[e],CHEBI:74631
s_4076[c],C00519
s_4077[c],C02532
s_4078[e],C02532
s_4079[c],CHEBI:35621
s_4080[e],CHEBI:35621
s_4081[c],C03031
s_4082[e],C03031
s_4083[c],C01368
s_4084[e],C01368
s_4085[e],CHEBI:74393
s_4086[c],CHEBI:74393
s_4087[v],CHEBI:74393
s_4088[c],CHEBI:58092
s_4089[c],C00791
s_4090[e],CHEBI:58092
s_4091[e],C00791
s_4092[c],C05945
s_4093[e],C05945
s_4094[c],C06194
s_4095[e],C06194
s_4096[c],C06501
s_4097[e],C06501
s_4098[c],C00536
s_4099[e],C00536
s_4100[c],C03104
s_4101[e],C03104
s_4102[c],C02355
s_4103[e],C02355
s_4104[c],C00606
s_4105[e],C00606
s_4106[c],C01367
s_4107[e],C01367
s_4108[c],C01742
s_4109[e],C01742
s_4110[c],C06809
s_4111[e],C06809
s_4112[c],C02084
s_4113[c],C00320
s_4114[e],C02084
s_4115[c],C05123
s_4116[e],C05123
s_4117[c],C01062
s_4118[e],C01062
s_4119[e],CHEBI:74363
s_4120[c],CHEBI:74363
s_4121[v],CHEBI:74363
s_4122[c],CHEBI:320061
s_4123[c],C00132
s_4124[e],C00132
s_4125[e],CHEBI:320061
s_4126[c],C02354
s_4127[e],C02354
s_4128[c],C00795
s_4129[c],C01097
s_4130[e],C00795
s_4131[e],C19636
s_4132[c],C00164
s_4133[e],C00164
s_4134[c],C02712
s_4135[e],C02712
s_4136[c],C01990
s_4137[e],C01990
s_4138[c],C00506
s_4139[e],C00506
s_4140[e],C01835
s_4141[e],C00631
s_4142[e],C00197
s_4143[e],CHEBI:73610
s_4144[c],CHEBI:73610
s_4145[e],C00103
s_4146[e],C00169
s_4147[e],C01005
s_4148[e],C00144
s_4149[e],C01204
s_4150[e],C00092
s_4151[e],C00105
s_4152[e],C00074
s_4153[e],C00275
s_4154[e],C00346
s_4155[e],C00345
s_4156[e],C00636
s_4157[e],C00013
s_4158[e],C00588
s_4159[e],C00320
s_4160[e],C00020
s_4161[e],C02353
s_4162[e],C00946
s_4163[e],C00055
s_4164[e],C00329
s_4165[e],C01801
s_4166[e],C00327
s_4167[e],C00184
s_4168[e],CHEBI:73770
s_4169[c],CHEBI:73770
s_4170[e],CHEBI:73757
s_4171[c],CHEBI:73757
s_4172[e],C00624
s_4173[c],C00624
s_4174[e],C00248
s_4175[c],C00248
s_4176[e],C02989
s_4177[c],C00544
s_4178[c],C01036
s_4179[c],C01061
s_4180[c],C00310
s_4181[c],C01904
s_4182[c],C02630
s_4183[c],C00100
s_4184[c],C00222
s_4185[c],C04272
s_4186[c],C04181
s_4187[c],C00900
s_4188[c],C06010
s_4189[c],C06032
s_4190[c],C02050
s_4191[c],C01595
s_4192[c],C01613
s_4193[c],C00492
s_4194[c],C00642
s_4195[c],C00530
s_4196[g],C00002
s_4197[g],C00076
s_4198[g],C00008
s_4199[e],C00076
s_4200[e],C00698
s_4201[e],C00070
s_4202[e],C19610
s_4203[e],C00038
s_4204[e],C00305
s_4205[c],cofactor
s_4206[c],ion
